word,frequency,word_class,word_endings,example_sentences
akadoz|ik,4,ige,,"Működésének folyamatossága többször megszakad. Útépítés miatt akadozik a forgalom. Áruhiány következtében akadozik az Akadozik a nyelve : botladozva, szaggatottan beszél. Amióta szélütés érte, akadozik a nyelve."
akar,5,ige,,"Szándékozik megtenni valamit, tudatosan törekszik rá. Meg akar tanulni angolul. Csak akarnod kell, és sikerülni fog. Szeretne valamit (tenni, kapni). Mit akarsz voltaképpen? Ahogy akarod. Szívességért szívességet akar cserébe. (Tagadásban:) Nem, vagy nehezen hajlandó valamit tenni. Nem akarom elhinni ezt a butaságot. Ma nem akar kisütni a Alkalmatlannak mutatkozik valamire. Nem akar írni ez a toll. Már-már megtörténik valami. Le akar szakadni a gombom. Nagyon szédül, folyton el akar esni."
akár i.,5,hsz,,"Ha úgysem hallgattok végig, akár ne is szólaljak meg. Akár el se indulj, úgysem érsz oda idejében! Ha úgy tetszik. Felőled akár éhen is halhatunk. Ha kell, ha szükséges. Akár írásba is adhatom. Esetleg; lehetséges, hogy még… eredeti árának akár a kétszeresét is megéri. Olvastál tőle akár egyetlen sort is? Bár pihenhetnék, akár csak egy"
akár ii.,5,ksz,,"Hazudik, akár a vízfolyás. Egyik nap olyan, akár a másik : nincs különbség köztük. Akár…, akár nem jelölésére, hogy a közölt tény mindkét esetben igaz:) ha …, ha … Akár hiszed, akár nem, ezt mondta szó szerint. Ő is el fog jönni, akár akarod, akár nem."
akarat,5,fn,ot a,"Tudatos törekvés valaminek a megtételére. Akarattal tette. Akarata ellenére történt. Közös akarattal elhatározták. amit valaki akar, óhajt. A többség akarata érvényesült a törvény megszavazásakor. : végrendelet. közölte a rokonokkal az elhunyt végső akaratát. Isten akarata : a gondviselés érvényesülése. A sors akarata, hogy színész legyen belőle. Gyógyulása Isten akarata volt."
akaratlan i.,3,mn,t ul,"Akarattól független; önkéntelen. Egy akaratlan mozdulattal elárulta magát. Nem szándékos. Akaratlanul tettem, bocsáss"
akaratlan ii.,3,hsz,,"akaratlan II. Akaratlanul, nem akarva. Akaratlan megbántottad."
akaratos,3,mn,at an,"Olyan (személy), aki mereven ragaszkodik szándékához. Akaratos gyerek, folyton követelőzik. A szándékához mereven ragaszkodó emberre jellemző. Akaratos álla van."
akárcsak,5,ksz,,"(Éppen úgy, egészen úgy,) mint… Roskatag a kunyhó, akárcsak a gazdája. Zuhog, akárcsak tegnap."
akárhogy,4,hsz,,"általános hsz Bármilyen módon. Akárhogy dicséred, nekem nem tetszik. (rosszalló) Nem megfelelően, illetlenül. beszélhetsz előtte."
akárhol,3,hsz,,"általános hsz Akármely helyen. Akárhol találkozhatunk. (rosszalló) Nem megfelelő, alkalmatlan helyen. Akárhol nem vacsorázom."
akárki,5,nm,,"Akármely személy. Akárki benyithat. Akár mindenki. „E fiúból pap lesz, akárki meglássa!” (Arany J.: Családi kör) (rosszalló) Jelentéktelen, méltatlan ember. Akárkihez nem mehet feleségül."
akármelyik,4,nm,,"Kettő vagy több közül akár az egyik, akár a másik; mindegy, hogy melyik. Nekem akármelyik ceruza jó lesz, a színes is, a (kissé rosszalló) A kevésbé értékesek közül akár az egyik, akár a másik. Akármelyik jelentkező azért mégsem felel (Birtokos személyjellel:) A szóban forgó személyek közül akárki, akár mindenki. Ezt akármelyikünk szívesen megteszi."
akármi,5,nm,,"Akármely dolog. Akármi megzavarhatja a felelésben. (rosszalló) Bármilyen jelentéktelen dolog. Ő akármit elfogad zálognak, akármilyen csekélységet. (bizalmas) (Fogadkozásként:) Akármi legyek : bármi történjék is velem. Akármi legyek, ha tegnap nem egy hatlábú kutyát láttam. (rosszalló) Nem megfelelő, méltatlan dolog. Akármit nem írok alá."
akármikor,3,hsz,,"általános hsz Akármely időben. Akármikor becsengethetsz hozzánk. (rosszalló) Valamely alkalmatlan, nem megfelelő időpontban. képzeled, akármikor beronthatsz oda?"
akármilyen,4,nm,,"Barackot vegyél, akármilyen jó lesz. Nem a legjobb. Akármilyen emberrel nem áll szóba."
akaszkod|ik,2,ige,,"Kiálló részével valamibe befúródik. Nem vette észre, hogy egy kiálló szög akaszkodott a kabátjába. A kullancs a kutya bőrébe akaszkodik. (Örömében, üdvözlésül) valakibe kapaszkodva megfogódzik. Nyakába akaszkodik, nem hagyja békén."
akaszt,5,ige,,"(Tárgyat) úgy helyez valahová, hogy lefelé lógjon. A kabátját a fogasra akasztotta Naptárt akaszt az íróasztala fölé. Kötél által kivégez valakit. Magyarországon eltörölték a halálbüntetést, így már senkit sem akasztanak."
akasztó,3,fn,t ja,"Ruha gyűrődésmentes felakasztására szolgáló eszköz. Tedd a zakódat erre az akasztóra, itt majd kisimul. amelynél fogva a ruhát fel lehet akasztani. Leszakadt a kabátod akasztója."
akasztófa,4,fn,,"Gerendákból ácsolt kivégzőeszköz. A várbörtön udvarán régen egy akasztófa állt. Akasztófára jut : felakasztják. jutott a banditavezér és három bűntársa. Akasztófán végzi : előbb-utóbb rossz véget ér. Meglásd, akasztófán végzed, te Az akasztófa árnyékában él : halálbüntetés fenyegeti."
akasztófahumor,1,fn,,"akasztófahumor Keserű humor, tréfálkozás. Némi akasztófahumorral azt mondta, nem bánja, hogy ellopták a kocsiját, úgyis drága a benzin."
akció,5,fn,t ja,"Céltudatos tevékenység, tevékenységsor. Akcióba lépett, és elintézte az ügyet. : saját felelősségre végrehajtott Egyéni akcióban merényletet tervezett egy politikus ellen. Szervezett vállalkozás, mozgalom. akciót szerveztek. Manapság gyakori a rendőri akció a szervezett bűnözés ellen. (Er, Fv, Va, Dv) Szervezett családi, kisközösségi esemény: rendezvény vagy munka. A bátyám is részt vett a házépítési akcióban. Fogyasztási cikkek, áruk árának (nagymértékű) csökkentése, illetve az így rendezett kiárusítás. Akció van a műszakicikk-osztályon, hosszú sor áll a Fizikai, biológiai hatás. Az akció és reakció elve érvényesült a kísérletben. (Sportban, harcászatban:) Támadás. Az akció végén sikerült gólt lőni."
akciófilm,3,fn,,"Mozgalmas, látványos, gyakran erőszakos események sorozatára épülő izgalmas film. Nem szeretem a fegyveres összecsapásokat, verekedéseket az akciófilmekben, de az autós üldözéseket néha megnézem."
aki,5,nm,,"(Kötőszóként:) A vele bevezetett mellékmondatban meghatározott személy. Ő az, aki keresett. A fiú, akivel láttál, a barátom."
akképpen,2,hsz,,"vonatkozó hsz (választékos) Úgy, olyan módon. Én is akképpen vélekedem."
akkor,3,hsz,,"Az említett időben. Amikor ezt tanultuk, akkor éppen hiányzott. Abban az esetben. Ha telefonálsz, akkor megmondom. (bizalmas) Ennek következményeként. Jelest kaptál, ugye, akkor most örülsz?"
akkora,5,nm,,"A szóban forgóhoz hasonló, illetve azzal egyező nagyságú. Én is akkora darabot kérek, mint ő. Olyan nagy, hatalmas. Akkorát estem, hogy még mindig fáj a lábam."
akkumulátor,3,fn,t a ja,"Vegyi energiát villamos energiává átalakító áramforrás. A gépkocsi akkumulátorral működik. Kimerült az akkumulátor, fel kell"
akna,3,fn,,"Földbe vájt szabályos üreg. A vízgyűjtő akna a ház mellett van. Felvonó számára kiképzett üreg. A lift aknájának a szellőzését is meg kell oldani. Bányába levezető, földbe vágott járat. A régi akna beomlott."
akna,4,fn,,"Ütődésre robbanó lövedék. A házukat eltalálta egy akna. Előzetesen elhelyezett robbanószerkezet. A harckocsi aknára futott, és felrobbant."
aknamező,2,fn,,"Aknákkal betelepített terület. A frontszakasz déli része aknamező, veszélyes rálépni."
akó,1,fn,t ja,"Régi űrmérték, kb. fél hektoliter. (Jelzőként:) Két akó bor van még a tavalyiból."
akol,2,fn,ja,"Állatok, elsősorban juhok számára körülkerített hely. A puli beterelte a birkákat az akolba."
ákombákom,2,fn,ot a ja,"Nehezen olvasható írás, betű. Az öregember nagy ákombákomokkal írt levelet a fiának. Ákombákom betűk vannak"
akrobata,2,fn,,A közönséget erő- és tornagyakorlatokkal szórakoztató cirkuszi művész. A vándorcirkusz műsorában elsőként az akrobaták
akt,3,fn,ot ja,"Meztelen emberi testet művészi módon ábrázoló rajz, festmény, szobor, fénykép. A képzőművészet minden korszakában rajzoltak, festettek, formáztak aktot."
akta,4,fn,,Hivatalos irat. Az ügyintéző asztalán feldolgozásra váró akták kötegei sorakoztak.
aktív,5,mn,at an,"Olyan (személy), aki cselekszik. Aktív szereplője az eseményeknek. Még mindig aktív sportoló, indul a versenyeken. Barátai aktív támogatásával jutott el a világ másik végére. Tényleges állományban lévő, nem nyugdíjas Szülei még aktív dolgozók. Használatban levő. Aktív szókészlet : az a szókincs, amit nemcsak megért, hanem használ is az ember. Sokat megértek németül, de az aktív szókincsem még mindig elég kicsi. vegyülő, erős megkötő tulajdonságú szén. Bélfertőzés ellen jó orvosság az aktív szén. A kiadásnál több bevételt felmutató. külkereskedelem aktív mérleget mutat."
aktus,4,fn,t a,"Cselekedet, művelet. A hivatalos aktust mulatság követte. Létezik olyan fogamzásgátló gyógyszer is, amelyet a nemi aktus után lehet alkalmazni."
akupunktúra,3,fn,,Távol-keleti eredetű tűszúrásos gyógymód. Akupunktúrával kezelik a fejfájása ellen.
akvarell,2,fn,t je,Vízfestékkel készült kép. Szeretne egy szép akvarellt a szobája falára.
akvárium,3,fn,ot a,"Halak, vízinövények mesterséges tartására való üvegfalú medence. Az akváriumot rendszeresen tisztítani kell. Víziállatokat és -növényeket bemutató intézmény. Az állatkerti akváriumban ritka tengeri élőlényeket láttunk."
alá i.,5,nu,,"Valami alatt levő helyre. Az eső elől egy fa alá menekültek. Település déli széléhez. A főváros alá húzódtak a csapatok. A megjelölt címre, helyre. A Rákóczi út 5. alá küldte a levelet. A megadott szintnél alacsonyabbra. 0 fok alá süllyedt a Valamilyen alárendelt helyzetbe. Közvetlenül a minisztérium irányítása alá került az intézet. Felügyelet alá helyezték a fiatalembert."
alá ii.,2,hsz,,"hsz (régi, népi) Hegynek alá mentünk. : fel-alá; fel, le. Fel s alá sétált egész nap. Arra alá legelt a nyáj."
alá iii.,3,ik,,"Valami alatt levő helyre. Alábukik, aláfekszik, alámerül. Ezen a helyen merültek alá a búvárok. Alul vagy alulról végezve. Alágyújt, alákanyarít, alátámaszt. Alá kell támasztani a rogyadozó házat. Lefelé irányulva. Aláhull, alászáll, alátekint. Tekints alá a városra, láthatod az éjszakai fényeket! A ténylegesnél kevesebbre, kisebb értékűre. Alábecsül, aláértékel. Ne becsüld alá a képességeidet!"
alabárd,1,fn,ot ja,Hosszú nyelű vágó- és szúrófegyver. Az őrök alabárdot tartottak a kezükben.
alabástrom,2,fn,ot a,"Márványszerű kristályos gipsz. Ez az egyiptomi szkarabeusz valódi alabástromból készült. Egy alabástrom aktszobor tűnik ki fehérségével a kiállított tárgyak közül. (választékos) (Jelzőként:) Sima, fehér. Alabástrom nyakú szép nő ült vele szemben."
alacsony,5,mn,at an,"Kis növésű, függőleges irányban kis méretű. Alacsony ember, nem éri fel a szekrény tetejét. A nappaliban alacsony dohányzóasztal áll. A kívánatos mértéket el nem érő. Alacsony a vérnyomása. Alacsony fizetése van. Finomabb erkölcsi érzék nélküli személyre jellemző. Alacsony indulatokat táplál ellenfelével szemben."
aláfestés,2,fn,t e,"(Olaj)festmény alapozási eljárása, illetve a festés legalsó rétege. Az aláfestéssel már készen van. Valaminek zenével, illetve érzelmi, hangulati elemekkel való kísérése, színezése. A film romantikus hangulatát jól szolgálta a zenei aláfestés."
alagsor,3,fn,,A földszint alatti szint. Az alagsorban van a mosókonyha.
alagút,4,fn,,"Vasút, vízfolyás föld alatti átvezetésére való építmény. A vonat áthalad a sötét alagúton. Föld alatti folyosó. a vár alatt húzódó titkos alagútra."
aláhúz,4,ige,,"Szó, szövegrész alá kiemelésül vonalat húz. A megtanulandó szövegben aláhúzta a lényeget. Hangsúlyozottan, kiemelten mond valamit. Beszédében aláhúzta az egységes felfogás fontosságát. (választékos) Lefelé húz valakit, valamit. aláhúzta a fuldoklót."
aláír,5,ige,ni,"Valamely szöveg végére, az utolsó sor alá odaírja a nevét. A levelet nemcsak géppel, hanem kézzel is illik aláírni. A jobb sarokba írd alá a neved! Ilyen módon hitelesít valamit, elismeri valaminek az érvényességét, illetve felelősséget vállal A környezetvédelmi egyezményeket minden államnak alá kellene írnia. Csak akkor fizetik ki az útiköltséget, ha az igazgató aláírja a kérvényedet. Ha ennyit hiányzol a főiskolai előadásokról, a tanár nem fogja aláírni a leckekönyvedet, és nem lesz érvényes a féléved! (bizalmas) Hivatalos iratok aláírásával van elfoglalva. Egész nap csak aláír. Hiába adtam be ma a papírjaimat, a gazdasági osztályon csak kedden és csütörtökön írnak alá. Neve és adatai feltüntetésével igazolja, hogy egyetért valamely szöveg tartalmával. Sokan aláírták a tiltakozást a készülő törvény ellen. Vannak, akik elvből vagy lustaságból soha nem írnak alá semmit. (bizalmas) Helyesnek tart valamit, egyetért valamivel. Hiába állítod, hogy jó lesz így, ezt én nem írom alá! A vitában rendszerint Péternek adok igazat, amit ő mond, én is aláírom."
alá|ja,1,hsz,,személyragos hsz
alak,5,fn,ot ja,"Térbeli megjelenési forma. Az épület alakja kissé szokatlan. Emberi testalkat, termet. Szép az arca, de az alakja rossz, mert elhízott. (bizalmas) Személy, különösen férfi. Két ismeretlen alak szólította meg. Ki ez az alak? Irodalmi műben, művészeti alkotásban ábrázolt személy. A dráma alakjai élethűek."
alakít,5,ige,,"Más alakúvá, formájúvá tesz valamit. A síkidomot ötszöggé alakítja. Divatossá alakította a ruhát. A vízi erőmű a mozgási energiát elektromos árammá alakítja. (választékos) Valakinek, valaminek fejlődését segíti. Jellemét alakítja, ha több dolgot Színészileg megjelenít valakit, valamit. Hamletet alakította a színházban. Szervezéssel létrehoz valamit. Bizottságot alakítottunk érdekeink védelmére."
alakoskod|ik,2,ige,,"Kétszínűen viselkedik. Még a barátai előtt is alakoskodott. Olyan régóta alakoskodik, hogy lassan maga sem tudja, milyen is (népi) Maskarának öltözik; betlehemes vagy farsangi alakos játékban vesz részt. Farsangkor a faluból többen is maszkot és álruhát öltve alakoskodtak."
alakul,5,ige,,"Alakot ölt, (szervezett) formát nyer. Már alakul az elképzelése a jövőről. Új irodalmi társaság alakult. Valamivé alakul más alakot ölt. A beszélgetés egy idő után értekezletté alakult. Bizonyos irányba változik, módosul. A körülmények úgy alakultak, ahogy terveztük."
alakulat,4,fn,ot a,Katonai egység. Minden alakulatot mozgósítottak.
alakzat,4,fn,ot a,"(választékos) Valaminek (látható) egységes képe, alakja. Az őskori koponyák alakzata eltér a maiakétól. geometriában:) A vonal, a síkidom és a test valamelyike. Milyen mértani alakzat keletkezett a transzformáció során? retorikában:) A szokásostól eltérő kifejezésmód, (költői) stíluseszköz. A leggyakoribb stilisztikai alakzatok a szóismétlés, a halmozás, a kérdés és a felkiáltás. Felvonulási rend. A harci egységek zárt alakzatban vonultak."
alamizsna,3,fn,,"(gyakran rosszalló) Csekély, általában pénzbeli adomány. Alamizsnát ad a koldusnak. Megalázóan csekély anyagi juttatás. Valódi segítség helyett alamizsnát kapott. Inkább ingyen dolgozik, mint alamizsnáért."
alamuszi,2,mn,ak t n an,Leplezetten rosszindulatú. Alamuszi képpel hallgatott.
alantas,3,mn,at an,"Nemesebb érzések iránt érzéketlen. Az állatokat kedvtelésből kínozni alantas szórakozás. Alacsonyabb társadalmi értékű. Sok országban a bevándorlókkal végeztetik el az alantas munkát, például az utcasöprést."
